"Artist","Title","Year","Sales","Streams","Downloads","Radio Plays","Rating"
"Shalamar","The Second Time Around","1980","4.682","4.023","0.522","1.69","0.51"
"The Staple Singers","Let's Do It Again","1975","4.682","6.198","0.75","1.148","0"
"Adam Lambert","What Do You Want From Me?","2010","4.681","2.69","1.044","0.7","0"
"Weezer","Buddy Holly","1995","4.68","3.885","0.583","1.157","0"
"Ruth Etting","Love Me Or Leave Me","1928","4.68","3.725","0","0","0.514"
"Oasis","Roll With It","1995","4.679","1.247","1.75","1.671","0.833"
"Crowded House","Weather With You","1992","4.679","1.208","1.144","6.271","0.511"
"Marillion","Kayleigh","1985","4.679","1.742","1.5","6.573","0"
"The Isley Brothers","That Lady","1973","4.678","6.354","0.571","1.159","0"
"Arrested Development","People Everyday","1992","4.678","3.111","1.5","0.538","0.522"
"The Commodores","Sail On","1979","4.678","4.349","2.292","1.88","0"
"Power Station","Some Like it Hot","1985","4.677","2.739","1.921","3.99","0"
"Alain Barriere & Noelle Cordier","Tu t'en vas","1975","4.676","0","0","9.712","0.53"
"Britney Spears","If U Seek Amy","2009","4.676","2.633","1.06","1.623","0.545"
"The Drifters","On Broadway","1963","4.676","6.163","0.528","0","0"
"Celine Dion","I Drove All Night","2003","4.676","0.522","1.5","3.768","0.667"
"Ricky Nelson","Stood Up","1958","4.675","3.579","1.37","0.51","0"
"Billy J Kramer & The Dakotas","Little Children","1964","4.675","4.167","4.084","0.611","0"
"Tiziano Ferro","Perdono","2002","4.674","0.545","0","10.379","0"
"The Music Explosion","Little Bit O' Soul","1967","4.674","8.811","2.1","0","0"
"The Pet Shop Boys","Being Boring","1990","4.674","0.702","0.55","5.09","1.268"
"New Order","Regret","1993","4.673","1.759","0.75","0.643","1.866"
"Tori Amos","Professional Widow (It's Got To Be Big)","1996","4.67","0.701","2.1","6.066","0"
"Les Humphries Singers","Mexico","1972","4.67","0.2","1.5","6.347","0"
"Eagles","Take it to the Limit","1976","4.669","5.308","2.229","0.625","0"
"Gene Autry","Back in the Saddle Again","1939","4.669","4.136","0.1","0","0"
"Bread","Guitar Man","1972","4.669","2.942","1.844","1.715","0.526"
"Skid Row","18 & Life","1989","4.669","3.769","1.086","0.611","1.036"
"Justin Bieber & Ludacris","Baby","2010","4.669","3.43","1.362","0","0"
"Houston","I Like That","2004","4.668","2.379","0.591","2.385","0.563"
"Dramatics","In The Rain","1972","4.667","4.82","0.611","1","0.511"
"Aerosmith","Angel","1988","4.666","3.507","0.514","0.526","0.51"
"Mick Jagger","Sweet Thing","1993","4.666","0.512","0.542","3.529","2.029"
"Paul Simon","Graceland","1987","4.664","4.751","1.012","0.538","0"
"Luv'","You're The Greatest Lover","1978","4.664","0","0.567","10.315","0"
"Al Jolson","I'm Sitting On Top of the World","1926","4.663","2.75","0","0.55","0.54"
"Burl Ives","Lavender Blue","1949","4.663","1.462","3","0","0"
"Vicki Lawrence","The Night The Lights Went Out In Georgia","1973","4.663","6.034","3.056","0","0"
"B J Thomas","(Hey Won't You Play) Another Somebody Done Somebody Wrong Song","1975","4.661","6.637","1.833","0","0"
"Rupert Holmes","Him","1980","4.661","3.38","0.532","1.146","1.042"
"BB King","The Thrill is Gone","1969","4.659","8.314","1","0.52","0"
"Billy Ocean","Love Really Hurts Without You","1976","4.659","1.281","3.734","3.638","0"
"Oasis","Stop Crying Your Heart Out","2002","4.659","0.716","1.5","1.738","1.5"
"Martika","I Feel the Earth Move","1989","4.657","1.069","0.643","6.094","1.111"
"White Plains","My Baby Loves Lovin'","1970","4.656","3.985","2.799","0.556","0.521"
"Swing Out Sister","Am I the Same Girl","1992","4.656","1.039","0.548","1.656","2.525"
"The Prodigy","No Good (Start the Dance)","1994","4.654","0.777","0.75","8.92","0"
"Benny Goodman","Don't Be That Way","1938","4.653","3.736","0","0.515","0"
"Billy Vaughn","La Paloma","1958","4.653","0.538","0.75","3.019","0"
"Pink Floyd","Wish You Were Here","1975","4.651","3.654","1.252","3.598","0"
"Peter Cetera & Cher","After All","1989","4.651","4.775","0.512","0.559","0.7"
"Pat Boone","I Almost Lost My Mind","1956","4.65","4.327","0.571","0","0.51"
"Indeep","Last Night a DJ Saved My Life","1983","4.65","1.219","1.32","7.663","0"
"Little Jimmy Osmond","Long Haired Lover From Liverpool","1972","4.649","0.526","5.721","2.5","0"
"The Streets","Dry Your Eyes","2004","4.647","1.273","3","2.429","0"
"Brenda Lee","Sweet Nothin's","1960","4.647","4.74","2.085","0","0"
"Billie Holiday","Lover Man (Oh, Where Can You Be?)","1945","4.646","5.039","0","0","0"
"Ozark Mountain Daredevils","Jackie Blue","1975","4.646","5.153","1.961","0.667","0"
"Tony Bennett","(I Left My Heart in) San Francisco","1962","4.646","6.869","0.54","0","0"
"Tommy Steele","Singing The Blues","1957","4.645","0","5.001","0.75","0"
"Timi Yuro","Hurt","1961","4.643","3.356","1.188","1.5","0"
"Inner City","Good Life","1989","4.642","1.215","1.25","6.252","0.523"
"Kenny G","Songbird","1987","4.642","3.023","0.545","0.54","1.077"
"David Bowie","Jump They Say","1993","4.641","0.2","0.611","4.084","2.015"
"Natalie Cole","Miss You Like Crazy","1989","4.64","2.187","1.5","2.255","1.222"
"Al Green","Look What You Done for Me","1972","4.64","6.568","1.075","0.667","0"
"Expose","Seasons Change","1988","4.64","4.173","0.51","0","0.527"
"Righeira","Vamos a la playa","1983","4.639","0","0.519","9.711","0.514"
"R Kelly","Gotham City","1997","4.637","2.389","0.611","4.829","0"
"Herb Alpert","A Taste of Honey","1965","4.637","6.72","0.611","1.107","0"
"Jon Secada","If You Go","1994","4.635","2.282","0.526","1.91","1.08"
"The Ink Spots","When The Swallows Come Back to Capistrano","1940","4.635","3.733","0.75","0","0"
"Hole","Celebrity Skin","1998","4.635","1.724","0.553","1.341","1.515"
"The Beatles","A Day in the Life","1967","4.635","4.403","1.158","2.519","0"
"Swing Out Sister","Breakout","1987","4.634","1.897","1.25","1.925","1.048"
"The Human League","(Keep Feeling) Fascination","1983","4.634","2.899","2.625","2.266","0"
"Modern Talking","Atlantis Is Calling (S.O.S. For Love)","1986","4.634","0","1.102","11.726","0"
"Cobra Starship","Good Girls Go Bad","2009","4.634","4.202","1.099","0.553","0"
"Pebbles","Giving You the Benefit","1990","4.633","2.304","0.514","0.529","2.011"
"Blue Magic","Sideshow","1974","4.631","5.255","0.559","0.6","0.54"
"Claude King","Wolverton Mountain","1962","4.631","3.537","4.292","0","0"
"John Lee Hooker","Boom Boom","1962","4.631","5.256","0.563","0","0.519"
"Oasis","Some Might Say","1995","4.631","1.249","2.25","1.271","0.52"
"Billy Preston","Nothing From Nothing","1974","4.63","6.69","0.833","0.833","0"
"Randy Newman","Short People","1978","4.627","4.923","1.548","1.098","0"
"Falco","Jeanny Part I","1986","4.626","0","0.515","12.537","0"
"Avril Lavigne","Losing Grip","2003","4.626","2.494","0.545","1.676","0.583"
"Meat Loaf","Two Out of Three Ain't Bad","1978","4.626","5.107","3.16","0","0"
"Soulful Dynamics","Mademoiselle Ninette","1970","4.626","0","0","9.326","0"
"Manu Chao","Me gustas tu","2001","4.625","1.5","0","6.426","0.514"
"Wings","Hi Hi Hi","1973","4.623","2.973","2.073","2.71","0"
"Evelyn Thomas","High Energy","1984","4.622","1.029","0.7","9.921","0"
"Slade","Coz I Luv You","1971","4.622","0.701","4.213","3.577","0"
"Mr Big","Wild World","1993","4.621","1.047","0.517","4.745","1.167"
"Bing Crosby","Please","1932","4.62","2.694","0","0.591","0.519"
"The Beach Boys","Cottonfields","1970","4.618","0.2","5.778","2.75","0"
"Gordon Jenkins","My Foolish Heart","1950","4.618","3.367","1.5","0","0"
"The Shangri-Las","Remember (Walkin' in the Sand)","1964","4.617","7.24","2.88","0","0"
"Bob Dylan","Rainy Day Woman Nos 12 & 35","1966","4.616","7.219","1.195","0.611","0"
"Limp Bizkit","Rollin'","2001","4.616","0.515","3.5","4.056","0"
"Shontelle","Impossible","2010","4.616","4.085","0.611","0","0"
"Champaign","How 'bout Us","1981","4.616","3.221","1.825","3","0"
"Joe 'Fingers' Carr","Down Yonder","1951","4.616","2.643","2.167","0","0"
"Eagles","Take it Easy","1972","4.615","6.108","1.146","1","0"
"Bobby Vinton","There! I've Said it Again","1964","4.615","5.237","2.729","0","0.516"
"The Black Eyed Peas","Rock That Body","2010","4.615","2.199","1.106","1.119","0"
"Mary Mary","Shackles (Praise You)","2000","4.611","1.056","1.263","3.238","1.083"
"Pat Benatar","We Belong","1984","4.611","2.986","1.845","3.641","0"
"Elvis Presley","I Want You, I Need You, I Love You","1956","4.609","5.625","0.571","0","0"
"Johnnie Ray","Walkin' My Baby Back Home","1952","4.608","2.826","2.083","0","0"
"Odyssey","Going Back to My Roots","1981","4.607","0.512","3.333","5.155","0"
"Steve Miller Band","Jet Airliner","1977","4.607","4.082","2.194","1.739","0"
"Frankie Laine","Hey Joe","1953","4.606","2.058","2.071","0","0.511"
"Bing Crosby & Trudy Erwin","Oh, What a Beautiful Mornin'","1943","4.606","3.973","0","0.625","0"
"Calloway","I Wanna Be Rich","1990","4.605","4.739","0.51","0","0.7"
"Timbaland & Katy Perry","If We Ever Meet Again","2010","4.605","0.527","2.851","1.136","0"
"The Rolling Stones","It's All Over Now","1964","4.605","1.793","3.002","2.407","0"
"Edwin Starr","Twenty Five Miles","1969","4.603","6.468","2.028","1.192","0"
"Warrant","Heaven","1989","4.602","4.519","0.511","1.313","0.54"
"Barenaked Ladies","It's All Been Done","1999","4.601","2.793","2.036","0","0.537"
"Creedence Clearwater Revival","Long As I Can See the Light","1970","4.599","2.765","4.217","2","0"
"Peggy Lee","Golden Earrings","1947","4.599","3.074","0","0.513","0.525"
"The Sugababes","Hole in the Head","2003","4.598","0.711","1.5","5.653","0"
"Rita Coolidge","We're All Alone","1977","4.598","3.687","1.756","0.559","0.531"
"Keith Carradine","I'm Easy","1976","4.598","6.178","0","0.514","0.519"
"Spice Girls","Holler","2000","4.597","0","2.524","4.735","1.124"
"Leroy Van Dyke","Walk On By","1961","4.597","1.978","2.9","1.5","0"
"Ke$ha","Take It Off","2010","4.594","3.612","1.089","0","0"
"Little Richard","Good Golly Miss Molly","1958","4.593","4.412","1.762","0","0"
"Rita Coolidge","(Your Love Keeps Lifting Me) Higher & Higher","1977","4.593","5.017","3.664","0","0"
"Robert Johnson","Cross Road Blues","1936","4.592","4.578","0","0","0"
"Cornershop","Brimful of Asha","1998","4.592","0.703","2.35","1.593","1.172"
"Eddie Cochran","Three Steps to Heaven","1960","4.592","0.2","3.369","2.143","0"
"Dion","Ruby Baby","1963","4.592","3.848","1.75","0.567","0"
"The Supremes","I Hear a Symphony","1965","4.592","6.849","1.192","0.529","0"
"Nat King Cole","Answer Me, My Love","1954","4.591","2.732","1.5","0","0.515"
"The Doobie Brothers","Black Water","1975","4.589","7.843","0.643","0","0"
"Sweet Sensation","Sad Sweet Dreamer","1975","4.589","1.622","2.625","1.833","0.516"
"The Eurythmics","Love is a Stranger","1983","4.588","1.773","2.217","2.41","0.517"
"The Sweet","Love is Like Oxygen","1978","4.588","2.982","1.861","3.435","0"
"Muddy Waters","Mannish Boy","1955","4.587","2.828","0.62","1.175","0"
"Sean Kingston","Fire Burning","2009","4.586","4.477","0.583","1.054","0"
"Ne-Yo","Let Me Love You (Until You Learn To Love Yourself)","2012","4.586","2.754","0.514","1.5","0"
"Al Martino","Spanish Eyes","1966","4.585","2.178","1.902","3.416","0"
"Ten Sharp","You","1992","4.585","0","0.6","10.006","1.055"
"Ella Fitzgerald & The Ink Spots","I'm Beginning to See The Light","1945","4.584","1.914","1.5","0","0.52"
"Connie Francis","Stupid Cupid","1958","4.583","0.759","4.658","0.513","0"
"Billie Holiday","Summertime","1936","4.582","2.653","0","1.5","0"
"Del Shannon","Little Town Flirt","1963","4.581","2.835","5.004","0","0"
"The Four Knights","I Get So Lonely (When I Dream About You)","1954","4.58","4.035","1.343","0","0"
"Depeche Mode","Personal Jesus","1989","4.578","4.293","0.677","3.937","0"
"The Foo Fighters","Learn to Fly","1999","4.578","2.019","0.548","1.637","1.11"
"Enya","Anywhere Is","1995","4.578","0.625","0.643","2.299","2.014"
"Peter Maffay","Du","1971","4.575","0","0.611","8.036","0"
"Ice Cube","It Was a Good Day","1993","4.574","3.564","0.537","0.6","0.512"
"Ray Noble","Isle of Capri","1935","4.574","3.625","0","0","0.518"
"The Manic Street Preachers","If You Tolerate This Your Children Will Be Next","1998","4.574","0.703","2.515","2.678","0.611"
"Eternal","Stay","1994","4.573","1.584","1.281","0.625","1.526"
"Stevie Wonder","My Cherie Amour","1969","4.572","7.07","1.417","0","0.538"
"Paramore","Misery Business","2008","4.572","3.512","0.559","0.536","0.514"
"Billy Eckstine","I Apologize","1951","4.571","4.508","0","0","0.512"
"The Delfonics","La La La (Means I Love You)","1968","4.57","8.005","2.678","0","0"
"Robert Palmer","Bad Case of Loving You","1979","4.57","2.717","4.569","1.711","0"
"Cyrkle","Red Rubber Ball","1966","4.567","6.093","4","0","0"
"Sting","Let Your Soul Be Your Pilot","1996","4.567","0.512","0.567","2.76","2.011"
"Gordon Jenkins & The Stardusters","I Don't See Me In Your Eyes Anymore","1949","4.566","1.367","3","0","0"
"INXS","Elegantly Wasted","1997","4.564","1.028","2.05","1.052","1.102"
"Al Jolson","When the Red, Red Robin Comes Bob-Bob-Bobbin' Along","1926","4.564","4.546","0","0","0"
"Lionel Richie","Do it to Me","1992","4.563","1.058","0.53","4.029","1.696"
"Jimi Hendrix","Hey Joe","1967","4.562","2.751","2.196","2.849","0"
"Rhythm Heritage","Theme from 'SWAT'","1976","4.561","6.086","0.577","0","0.513"
"Fleetwood Mac","Sara","1980","4.561","3.031","2.587","2.451","0"
"Journey","Who's Crying Now","1981","4.561","4.977","1.522","0.75","0"
"Mud","Lonely This Christmas","1974","4.56","0.729","3.75","3.7","0"
"MC Hammer","Addam's Groove","1992","4.559","2.413","0.75","3.822","0.516"
"Simple Minds","Belfast Child","1989","4.559","0","3.5","8.224","0"
"The Miracles","You Really Got a Hold on Me","1962","4.556","7.924","0","0","0"
"Fleetwood Mac","Albatross","1969","4.556","0.701","4.73","3.837","0"
"Westlife","Queen of My Heart","2001","4.555","0","3.5","3.819","0.517"
"Sheb Wooley","Purple People Eater","1958","4.554","2.861","3.583","0","0"
"Jam & Spoon","Right in the Night (Fall in Love With Music)","1994","4.554","0.2","1.163","9.138","0"
"Les Humphries Singers","Mama Loo","1973","4.554","0","0","8.402","0"
"Pat Boone","Friendly Persuasion","1956","4.553","3.246","1.336","0.512","0"
"Boystown Gang","Can't Take My Eyes Off You","1982","4.553","0","1.25","6.453","0.577"
"Johnnie Ray","Please, Mister Sun","1952","4.551","4.537","0.577","0","0"
"Queen","Body Language","1982","4.55","1.616","2.04","4.395","0"
"Dolly Parton","Here You Come Again","1978","4.549","4.531","1.847","1.154","0"
"The Bangles","A Hazy Shade of Winter","1988","4.548","3.899","0.591","1.769","0"
"The Sugababes","Round Round","2002","4.546","0","2","5.414","0.538"
"A-Ha","Crying in the Rain","1990","4.546","0.2","0.577","7.163","0.591"
"Kanye West","Diamonds From Sierra Leone","2005","4.545","2.511","0.625","2.063","0.545"
"David A Stewart","Lily Was Here","1990","4.545","1.3","1.168","6.248","0"
"Sergio Mendes & The Black Eyed Peas","Mas Que Nada","2006","4.545","0","0.667","5.325","1.35"
"Exciters","Tell Him","1963","4.544","4.691","2.331","0","0"
"The Dovells","Bristol Stomp","1961","4.543","6.153","0.833","0","0"
"Mary J Blige","No More Drama","2002","4.543","2.106","0.611","2.246","0.524"
"Tina Arena","Chains","1995","4.542","1.043","1.714","1.424","1.029"
"Helen Reddy","Angie Baby","1974","4.542","5.834","1.7","0.75","0"
"Johnnie Ray","I'll Never Fall in Love Again","1959","4.542","0.713","2.681","0.667","0.524"
"John Sebastian","Welcome Back","1976","4.541","5.928","0.75","1.134","0"
"Soul II Soul","A Dream's a Dream","1990","4.54","0.512","0.667","5.187","1.137"
"Spike Jones","Cocktails For Two","1945","4.539","3.918","0","0.512","0"
"2 In A Room","Wiggle It","1991","4.539","1.847","1.333","2.772","1.054"
"Bob Seger & The Silver Bullet Band","Against the Wind","1980","4.538","5.174","1.336","1.133","0"
"10,000 Maniacs","Because the Night","1994","4.538","2.159","0.515","0.7","1.554"
"Doop","Doop","1994","4.537","0","2.776","4.436","0.7"
"Bee Gees","First of May","1969","4.536","1.845","2.744","4.215","0"
"Peter Bjorn & John","Young Folks","2006","4.535","2.298","0.577","0","2.028"
"Charles Aznavour","She","1974","4.535","0.729","4.001","1.751","0.521"
"The Caesars","Jerk it Out","2003","4.535","2.09","0.625","1","1.088"
"Living In A Box","Living in a Box","1987","4.534","1.066","1.271","7.681","0"
"Chubby Checker","Slow Twistin'","1962","4.534","5.317","2.099","0","0"
"James Taylor","How Sweet it is (to be Loved by You)","1975","4.533","4.487","3.533","0","0"
"The Carpenters","Only Yesterday","1975","4.533","2.953","1.886","1","0.55"
"Impressions","It's Alright","1963","4.532","4.883","2.04","0","0"
"Janet Jackson","Any Time, Any Place","1994","4.532","4.115","0.577","0","0.526"
"Ann Lee","2 Times","1999","4.532","0","2.287","8.191","0"
"Sam Cooke","Another Saturday Night","1963","4.531","5.569","1.077","0","0"
"Patti Page","Mockingbird Hill","1951","4.529","5.605","0","0","0"
"REO Speedwagon","Take it On the Run","1981","4.528","4.906","1.553","0.75","0"
"Johnny Mathis","Wonderful Wonderful","1957","4.528","3.841","2.2","0","0"
"The Hollies","I'm Alive","1965","4.527","0.709","4.03","1.791","0"
"Simple Plan","Welcome to My Life","2004","4.526","2.313","0.52","2.038","0.7"
"Santana","Oye Como Va","1971","4.525","7.626","1.071","0.537","0"
"Danny Mirror","I Remember Elvis Presley (The King is Dead)","1977","4.524","0","1.893","7.959","0"
"J-Kwon","Tipsy","2004","4.524","3.484","1.278","1.085","0"
"Les Baxter & his Orchestra","April In Portugal (The Whisp'ring Serenade)","1953","4.522","4.393","0","0","0.534"
"Elton John & Kiki Dee","True Love","1993","4.522","0.518","1.5","3.001","1.349"
"Electric Light Orchestra","Evil Woman","1976","4.521","4.527","1.892","1.55","0"
